Clase,Color dominante,Forma,Piel/cáscara,Semillas/hueso,Jugosidad,Sabor dominante,Dulzor,Acidez,Textura,Aroma,Preparación típica,Consumo habitual,Plato frecuente,Temperatura de consumo,Parte comestible,Conservación,Vida útil,Estacionalidad,Sensibilidad al golpe,Facilidad de limpieza/pelado,Contenido de agua,Fibra,Grasas,Procesamiento,Piel comestible
Queso campesino,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Alta,Cremoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Queso costeño,Rojo,Plano,Sin piel,Sin,Alta,Dulce,Alto,Media,Cremoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Requesón,Café,Plano,Sin piel,Sin,Alta,Ácido,Alto,Baja,Cremoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Mantequilla,Verde,Plano,Sin piel,Sin,Alta,Ácido,Alto,Media,Jugoso,Medio,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Medias,Mínimo,No
Crema de leche,Verde,Plano,Sin piel,Sin,Alta,Ácido,Alto,Baja,Cremoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Medias,Medio,No
Pandebono,Rojo,Redondo,Sin piel,Sin,Baja,Dulce,Medio,Baja,Harinoso,Medio,Cocido,Acompañante,Snack,Ambiente,Pulpa,Ambiente,Media,Todo el año,Baja,Media,Medio,Baja,Bajas,Alto,No
Buñuelo,Café,Redondo,Sin piel,Sin,Baja,Dulce,Bajo,Baja,Harinoso,Medio,Cocido,Solo,Sopa,Ambiente,Grano,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Medias,Medio,No
Almojábana,Amarillo,Irregular,Sin piel,Sin,Baja,Salado,Alto,Baja,Harinoso,Medio,Cocido,Solo,Snack,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Baja,Media,Medio,Baja,Altas,Medio,No
Tamal,Rojo,Plano,Sin piel,Sin,Baja,Salado,Alto,Baja,Fibroso,Medio,Cocido,Acompañante,Principal,Caliente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Alto,Media,Medias,Alto,No
Sancocho,Verde,Plano,Sin piel,Sin,Baja,Salado,Alto,Media,Harinoso,Bajo,Cocido,Acompañante,Principal,Ambiente,Semilla,Ambiente,Media,Todo el año,Media,Media,Alto,Baja,Bajas,Alto,No
Ajiaco,Rojo,Redondo,Sin piel,Sin,Baja,Umami,Medio,Baja,Crujiente,Alto,Cocido,Solo,Sopa,Caliente,Grano,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Medias,Alto,No
Arepa de choclo,Café,Plano,Sin piel,Sin,Baja,Umami,Bajo,Baja,Cremoso,Alto,Cocido,Solo,Principal,Caliente,Grano,Refrigerar,Media,Todo el año,Media,Alta,Alto,Media,Medias,Medio,No
Arepa de queso,Amarillo,Irregular,Sin piel,Sin,Media,Salado,Medio,Media,Crujiente,Alto,Cocido,Acompañante,Principal,Caliente,Pulpa,Ambiente,Media,Todo el año,Media,Alta,Alto,Baja,Altas,Medio,No
Chorizo,Blanco,Alargado,Sin piel,Sin,Baja,Dulce,Alto,Media,Fibroso,Medio,Cocido,Solo,Postre,Ambiente,Grano,Ambiente,Media,Todo el año,Media,Media,Alto,Baja,Medias,Alto,No
Salchicha,Blanco,Redondo,Sin piel,Sin,Media,Dulce,Bajo,Media,Fibroso,Alto,Cocido,Solo,Postre,Caliente,Pulpa,Refrigerar,Media,Todo el año,Media,Alta,Alto,Baja,Altas,Alto,No
