Clase,Color dominante,Forma,Piel/cáscara,Semillas/hueso,Jugosidad,Sabor dominante,Dulzor,Acidez,Textura,Aroma,Preparación típica,Consumo habitual,Plato frecuente,Temperatura de consumo,Parte comestible,Conservación,Vida útil,Estacionalidad,Sensibilidad al golpe,Facilidad de limpieza/pelado,Contenido de agua,Fibra,Grasas,Procesamiento,Piel comestible
Queso mozzarella,Verde,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Queso feta,Blanco,Plano,Sin piel,Sin,Alta,Umami,Alto,Media,Cremoso,Medio,Ambos,Solo,Snack,Ambiente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Guandul,Blanco,Redondo,Fina,Semilla,Baja,Umami,Bajo,Baja,Cremoso,Bajo,Cocido,En mezcla,Principal,Caliente,Grano,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Salchipapa,Rojo,Plano,Sin piel,Sin,Baja,Salado,Bajo,Media,Fibroso,Bajo,Cocido,Acompañante,Sopa,Caliente,Semilla,Refrigerar,Media,Todo el año,Baja,Media,Alto,Baja,Bajas,Alto,No
Jugo de Zapote,Café,Plano,Sin piel,Sin,Alta,Umami,Medio,Alta,Jugoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Pitaya,Naranja,Alargado,Gruesa,Muchas pequeñas,Alta,Ácido,Alto,Media,Fibroso,Medio,Crudo,En mezcla,Jugo,Frío,Pulpa,Ambiente,Corta,Estacional,Media,Alta,Alto,Alta,Bajas,Mínimo,No
Huevo cocido,Amarillo,Redondo,Sin piel,Sin,Media,Salado,Medio,Media,Harinoso,Bajo,Cocido,Solo,Principal,Ambiente,Semilla,Refrigerar,Media,Todo el año,Media,Alta,Alto,Media,Altas,Alto,No
Mantequilla,Verde,Plano,Sin piel,Sin,Alta,Ácido,Alto,Media,Jugoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Altas,Mínimo,No
Calentado paisa,Rojo,Redondo,Sin piel,Sin,Baja,Salado,Medio,Baja,Crujiente,Alto,Cocido,Acompañante,Ensalada,Ambiente,Pulpa,Ambiente,Media,Todo el año,Media,Alta,Medio,Baja,Bajas,Alto,No
Kiwi,Verde,Redondo,Fina,Hueso,Media,Ácido,Medio,Baja,Fibroso,Alto,Crudo,Acompañante,Snack,Ambiente,Pulpa,Ambiente,Corta,Estacional,Media,Alta,Alto,Alta,Bajas,Mínimo,Sí
Empanada de pollo,Rojo,Redondo,Sin piel,Sin,Baja,Dulce,Alto,Media,Cremoso,Bajo,Cocido,Solo,Principal,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Medias,Medio,No
Ensalada de atún,Blanco,Irregular,Sin piel,Sin,Media,Salado,Medio,Baja,Crujiente,Bajo,Cocido,Acompañante,Sopa,Ambiente,Grano,Ambiente,Media,Todo el año,Baja,Media,Medio,Baja,Altas,Medio,No
Soya,Café,Redondo,Fina,Semilla,Baja,Umami,Bajo,Baja,Cremoso,Bajo,Cocido,En mezcla,Principal,Caliente,Grano,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Amaranto,Blanco,Alargado,Fina,Grano,Baja,Dulce,Bajo,Baja,Harinoso,Bajo,Cocido,Acompañante,Principal,Caliente,Semilla,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Pan campesino,Blanco,Redondo,Sin piel,Sin,Media,Salado,Bajo,Media,Crujiente,Medio,Cocido,Acompañante,Postre,Caliente,Grano,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Media,Bajas,Alto,No
Choclo cocido,Verde,Redondo,Sin piel,Sin,Baja,Dulce,Medio,Baja,Crujiente,Alto,Cocido,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Medio,Baja,Bajas,Medio,No
Arroz paisa,Verde,Alargado,Sin piel,Sin,Media,Umami,Alto,Media,Fibroso,Medio,Cocido,Solo,Ensalada,Caliente,Grano,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Bajas,Medio,No
Farro,Blanco,Alargado,Fina,Grano,Baja,Dulce,Bajo,Baja,Harinoso,Bajo,Cocido,En mezcla,Snack,Caliente,Raíz,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Media,Bajas,Medio,No
Jugo de Arándano,Rojo,Plano,Sin piel,Sin,Alta,Dulce,Medio,Media,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Zapote,Amarillo,Redondo,Gruesa,Hueso,Media,Ácido,Alto,Alta,Jugoso,Medio,Crudo,Solo,Ensalada,Frío,Pulpa,Ambiente,Corta,Estacional,Alta,Alta,Alto,Alta,Bajas,Mínimo,Sí
Queso brie,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Medio,Alta,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Mijo,Café,Alargado,Fina,Grano,Baja,Umami,Bajo,Baja,Cremoso,Bajo,Cocido,Acompañante,Sopa,Caliente,Grano,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Media,Bajas,Medio,No
Tomate cherry,Naranja,Redondo,Gruesa,Sin,Media,Umami,Bajo,Media,Harinoso,Bajo,Crudo,Acompañante,Ensalada,Ambiente,Pulpa,Ambiente,Corta,Estacional,Media,Media,Alto,Alta,Bajas,Mínimo,No
Ñame,Café,Redondo,Fina,Sin,Baja,Umami,Medio,Baja,Harinoso,Bajo,Cocido,En mezcla,Snack,Caliente,Semilla,Ambiente,Larga,Todo el año,Media,Media,Bajo,Media,Bajas,Medio,No
Brócoli,Café,Irregular,Gruesa,Sin,Media,Umami,Bajo,Baja,Crujiente,Bajo,Crudo,Solo,Snack,Ambiente,Hoja,Ambiente,Corta,Estacional,Media,Alta,Medio,Alta,Bajas,Mínimo,Sí
Queso ricotta,Café,Plano,Sin piel,Sin,Alta,Ácido,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Ensalada de quinua,Verde,Redondo,Sin piel,Sin,Media,Salado,Alto,Media,Fibroso,Medio,Cocido,Solo,Ensalada,Ambiente,Semilla,Refrigerar,Media,Todo el año,Baja,Media,Alto,Media,Medias,Alto,No
Ensalada caprese,Rojo,Irregular,Sin piel,Sin,Media,Salado,Bajo,Baja,Fibroso,Alto,Cocido,Acompañante,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Media,Alta,Alto,Media,Medias,Alto,No
Corn dog,Café,Irregular,Sin piel,Sin,Baja,Dulce,Alto,Baja,Crujiente,Medio,Cocido,Acompañante,Sopa,Ambiente,Semilla,Refrigerar,Media,Todo el año,Media,Alta,Alto,Media,Bajas,Alto,No
Mashua,Café,Irregular,Fina,Sin,Media,Dulce,Medio,Media,Fibroso,Medio,Cocido,En mezcla,Sopa,Caliente,Grano,Ambiente,Larga,Todo el año,Media,Media,Bajo,Media,Bajas,Medio,No
Pan de yuca,Verde,Alargado,Sin piel,Sin,Media,Umami,Medio,Baja,Crujiente,Medio,Cocido,Acompañante,Snack,Ambiente,Pulpa,Ambiente,Media,Todo el año,Baja,Alta,Medio,Media,Altas,Alto,No
Mocachino,Verde,Plano,Sin piel,Sin,Alta,Umami,Medio,Media,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de Toronja,Verde,Plano,Sin piel,Sin,Alta,Dulce,Medio,Media,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Quinua,Blanco,Alargado,Fina,Grano,Baja,Dulce,Bajo,Baja,Harinoso,Bajo,Cocido,Acompañante,Ensalada,Caliente,Semilla,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Alta,Bajas,Medio,No
Granadilla,Naranja,Redondo,Fina,Muchas pequeñas,Alta,Dulce,Alto,Alta,Jugoso,Alto,Crudo,En mezcla,Snack,Frío,Pulpa,Refrigerar,Corta,Todo el año,Alta,Alta,Alto,Alta,Bajas,Mínimo,No
Mazorca asada,Rojo,Plano,Sin piel,Sin,Media,Salado,Bajo,Media,Cremoso,Alto,Cocido,Solo,Ensalada,Caliente,Semilla,Ambiente,Media,Todo el año,Media,Alta,Alto,Baja,Medias,Alto,No
Café helado,Rojo,Plano,Sin piel,Sin,Alta,Amargo,Alto,Media,Cremoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Pan integral,Blanco,Alargado,Sin piel,Sin,Baja,Dulce,Alto,Baja,Harinoso,Alto,Cocido,Solo,Postre,Caliente,Grano,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Media,Altas,Medio,No
Jugo de Sandía,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Medio,Baja,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Guayaba agria,Rojo,Ovalado,Fina,Pequeñas,Alta,Ácido,Medio,Baja,Fibroso,Alto,Crudo,Solo,Ensalada,Ambiente,Pulpa,Refrigerar,Corta,Todo el año,Alta,Media,Alto,Media,Bajas,Mínimo,Sí
Salchicha,Café,Alargado,Sin piel,Sin,Baja,Dulce,Alto,Baja,Fibroso,Bajo,Cocido,Solo,Sopa,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Media,Alto,Media,Bajas,Alto,No
Jugo de Tamarindo,Verde,Plano,Sin piel,Sin,Alta,Ácido,Alto,Alta,Jugoso,Alto,Ambos,Solo,Jugo,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Arroz blanco,Amarillo,Alargado,Sin piel,Sin,Media,Salado,Medio,Media,Fibroso,Bajo,Cocido,Solo,Snack,Ambiente,Grano,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Medias,Alto,No
Curuba,Morado,Redondo,Gruesa,Sin,Media,Ácido,Alto,Baja,Jugoso,Medio,Crudo,Solo,Jugo,Frío,Pulpa,Refrigerar,Corta,Estacional,Media,Alta,Alto,Alta,Bajas,Mínimo,Sí
Cebollín,Blanco,Irregular,Gruesa,Sin,Baja,Umami,Medio,Media,Crujiente,Medio,Crudo,En mezcla,Snack,Frío,Hoja,Refrigerar,Corta,Estacional,Media,Alta,Alto,Alta,Bajas,Mínimo,Sí
Jugo de Ciruela,Amarillo,Plano,Sin piel,Sin,Alta,Amargo,Alto,Alta,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Jugo de Pera asiática,Amarillo,Plano,Sin piel,Sin,Alta,Ácido,Alto,Media,Cremoso,Medio,Ambos,Solo,Jugo,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Arroz con vegetales,Rojo,Alargado,Sin piel,Sin,Baja,Salado,Bajo,Baja,Fibroso,Bajo,Cocido,Acompañante,Snack,Caliente,Semilla,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Medio,No
Jugo de Limón,Café,Plano,Sin piel,Sin,Alta,Dulce,Medio,Media,Cremoso,Medio,Ambos,Solo,Jugo,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de Pitaya,Amarillo,Plano,Sin piel,Sin,Alta,Amargo,Medio,Media,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de Níspero,Blanco,Plano,Sin piel,Sin,Alta,Umami,Alto,Baja,Jugoso,Medio,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Malanga,Café,Redondo,Fina,Sin,Baja,Dulce,Medio,Media,Crujiente,Bajo,Cocido,En mezcla,Ensalada,Caliente,Grano,Ambiente,Larga,Todo el año,Media,Media,Bajo,Alta,Bajas,Medio,No
Latte,Amarillo,Plano,Sin piel,Sin,Alta,Dulce,Medio,Baja,Cremoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Queso doble crema,Amarillo,Plano,Sin piel,Sin,Alta,Amargo,Alto,Baja,Jugoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Medias,Alto,No
Queso camembert,Café,Plano,Sin piel,Sin,Alta,Amargo,Medio,Media,Cremoso,Alto,Ambos,Solo,Snack,Ambiente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Batido de Maracuyá,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Medio,Baja,Jugoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de Maracuyá morado,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Alto,Baja,Cremoso,Medio,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Arepa blanca,Blanco,Alargado,Sin piel,Sin,Media,Dulce,Bajo,Baja,Fibroso,Bajo,Cocido,Acompañante,Ensalada,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Medio,Baja,Medias,Alto,No
Jugo de Tomate de árbol,Blanco,Plano,Sin piel,Sin,Alta,Umami,Alto,Alta,Cremoso,Medio,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Batido de Banano,Café,Plano,Sin piel,Sin,Alta,Ácido,Alto,Baja,Jugoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Physalis,Morado,Alargado,Fina,Hueso,Alta,Ácido,Alto,Media,Fibroso,Medio,Crudo,En mezcla,Postre,Frío,Pulpa,Refrigerar,Corta,Estacional,Alta,Media,Alto,Media,Bajas,Mínimo,Sí
Chicharrón,Rojo,Irregular,Sin piel,Sin,Baja,Dulce,Alto,Media,Crujiente,Alto,Cocido,Solo,Sopa,Ambiente,Grano,Refrigerar,Media,Todo el año,Media,Media,Medio,Baja,Bajas,Medio,No
Jugo de 3 frutas,Rojo,Plano,Sin piel,Sin,Alta,Amargo,Medio,Baja,Jugoso,Bajo,Ambos,Solo,Jugo,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Arroz con pollo,Verde,Alargado,Sin piel,Sin,Baja,Salado,Bajo,Baja,Cremoso,Alto,Cocido,Acompañante,Snack,Ambiente,Semilla,Ambiente,Media,Todo el año,Baja,Media,Medio,Media,Medias,Alto,No
Jugo de Tomate,Café,Plano,Sin piel,Sin,Alta,Umami,Medio,Media,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Ensalada mixta,Verde,Redondo,Sin piel,Sin,Media,Dulce,Alto,Baja,Crujiente,Alto,Cocido,Solo,Postre,Ambiente,Grano,Ambiente,Media,Todo el año,Baja,Media,Medio,Media,Medias,Alto,No
Jugo de Kiwi,Café,Plano,Sin piel,Sin,Alta,Umami,Medio,Baja,Cremoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Feijoa,Rojo,Redondo,Fina,Hueso,Alta,Ácido,Alto,Alta,Fibroso,Alto,Crudo,Solo,Snack,Frío,Pulpa,Refrigerar,Corta,Estacional,Media,Alta,Alto,Alta,Bajas,Mínimo,No
Acelga,Rojo,Redondo,Fina,Sin,Media,Dulce,Bajo,Media,Crujiente,Bajo,Crudo,Solo,Jugo,Frío,Pulpa,Ambiente,Corta,Estacional,Alta,Alta,Alto,Alta,Bajas,Mínimo,Sí
Ajiaco,Amarillo,Redondo,Sin piel,Sin,Media,Umami,Bajo,Baja,Harinoso,Alto,Cocido,Acompañante,Postre,Ambiente,Grano,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Media,Altas,Alto,No
Carambolo,Verde,Redondo,Gruesa,Hueso,Alta,Dulce,Alto,Alta,Fibroso,Alto,Crudo,En mezcla,Snack,Ambiente,Pulpa,Ambiente,Corta,Todo el año,Media,Media,Alto,Alta,Bajas,Mínimo,No
Batido de Mango,Blanco,Plano,Sin piel,Sin,Alta,Umami,Alto,Media,Cremoso,Medio,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Chicha,Verde,Plano,Sin piel,Sin,Alta,Umami,Bajo,Media,Cremoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Café con leche,Café,Plano,Sin piel,Sin,Alta,Dulce,Medio,Alta,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Uchuva,Morado,Alargado,Gruesa,Muchas pequeñas,Alta,Dulce,Medio,Baja,Fibroso,Alto,Crudo,Acompañante,Ensalada,Ambiente,Pulpa,Refrigerar,Corta,Estacional,Media,Alta,Alto,Alta,Bajas,Mínimo,Sí
Requesón,Rojo,Plano,Sin piel,Sin,Alta,Dulce,Bajo,Media,Jugoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Lechuga,Blanco,Redondo,Fina,Sin,Baja,Dulce,Medio,Baja,Harinoso,Medio,Crudo,Solo,Snack,Frío,Tallo,Refrigerar,Corta,Todo el año,Alta,Alta,Alto,Alta,Bajas,Mínimo,No
Ulluco,Blanco,Irregular,Fina,Sin,Baja,Dulce,Medio,Baja,Harinoso,Bajo,Cocido,En mezcla,Principal,Caliente,Semilla,Ambiente,Larga,Todo el año,Media,Media,Bajo,Alta,Bajas,Medio,No
Crema de tomate,Verde,Plano,Sin piel,Sin,Baja,Umami,Alto,Baja,Cremoso,Medio,Cocido,Acompañante,Sopa,Caliente,Grano,Ambiente,Media,Todo el año,Media,Alta,Alto,Baja,Bajas,Alto,No
Batido de Papaya,Verde,Plano,Sin piel,Sin,Alta,Dulce,Alto,Media,Jugoso,Bajo,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Almojábana,Amarillo,Irregular,Sin piel,Sin,Baja,Salado,Bajo,Media,Cremoso,Alto,Cocido,Solo,Snack,Caliente,Semilla,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Medias,Medio,No
Batido de Guanábana,Blanco,Plano,Sin piel,Sin,Alta,Amargo,Medio,Media,Jugoso,Medio,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Repollo,Café,Alargado,Fina,Sin,Media,Dulce,Medio,Media,Harinoso,Medio,Crudo,Acompañante,Ensalada,Ambiente,Hoja,Refrigerar,Corta,Estacional,Media,Media,Alto,Alta,Bajas,Mínimo,No
Lichi,Amarillo,Ovalado,Fina,Pequeñas,Alta,Ácido,Alto,Media,Fibroso,Medio,Crudo,En mezcla,Ensalada,Frío,Pulpa,Refrigerar,Corta,Estacional,Media,Media,Alto,Alta,Bajas,Mínimo,No
Pandebono,Amarillo,Plano,Sin piel,Sin,Media,Umami,Alto,Baja,Crujiente,Bajo,Cocido,Acompañante,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Medio,Media,Bajas,Alto,No
Arroz con camarones,Rojo,Plano,Sin piel,Sin,Baja,Salado,Medio,Media,Cremoso,Alto,Cocido,Solo,Postre,Caliente,Semilla,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Medias,Alto,No
Arepa boyacense,Verde,Plano,Sin piel,Sin,Media,Umami,Bajo,Baja,Fibroso,Alto,Cocido,Solo,Ensalada,Ambiente,Grano,Ambiente,Media,Todo el año,Media,Alta,Medio,Baja,Altas,Medio,No
Arroz con coco,Amarillo,Plano,Sin piel,Sin,Baja,Umami,Medio,Media,Cremoso,Medio,Cocido,Acompañante,Postre,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Media,Altas,Medio,No
Alverja,Verde,Redondo,Fina,Semilla,Baja,Umami,Bajo,Baja,Cremoso,Bajo,Cocido,En mezcla,Sopa,Caliente,Semilla,Ambiente,Larga,Todo el año,Baja,Alta,Bajo,Media,Bajas,Medio,No
Ciruela,Amarillo,Ovalado,Fina,Hueso,Alta,Ácido,Medio,Baja,Fibroso,Medio,Crudo,Acompañante,Jugo,Frío,Pulpa,Ambiente,Corta,Todo el año,Alta,Media,Alto,Media,Bajas,Mínimo,Sí
Tamarillo,Rojo,Ovalado,Gruesa,Pequeñas,Alta,Ácido,Medio,Media,Fibroso,Medio,Crudo,Solo,Jugo,Ambiente,Pulpa,Ambiente,Corta,Todo el año,Alta,Alta,Alto,Alta,Bajas,Mínimo,Sí
Bandeja paisa,Verde,Redondo,Sin piel,Sin,Media,Umami,Medio,Baja,Fibroso,Bajo,Cocido,Acompañante,Ensalada,Ambiente,Grano,Ambiente,Media,Todo el año,Baja,Alta,Medio,Media,Altas,Medio,No
Yacón,Café,Irregular,Fina,Sin,Media,Dulce,Medio,Baja,Fibroso,Medio,Cocido,Acompañante,Principal,Caliente,Semilla,Ambiente,Larga,Todo el año,Media,Media,Bajo,Alta,Bajas,Medio,No
Jugo de Pomelo,Amarillo,Plano,Sin piel,Sin,Alta,Umami,Bajo,Alta,Jugoso,Medio,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Ensalada césar,Amarillo,Alargado,Sin piel,Sin,Media,Dulce,Bajo,Baja,Harinoso,Bajo,Cocido,Acompañante,Sopa,Caliente,Semilla,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Bajas,Medio,No
Jugo de Piña,Café,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Baja,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Grosella negra,Morado,Alargado,Fina,Sin,Alta,Dulce,Medio,Baja,Jugoso,Medio,Crudo,Solo,Ensalada,Ambiente,Pulpa,Ambiente,Corta,Todo el año,Alta,Alta,Alto,Alta,Bajas,Mínimo,No
Ensalada de tomate y cebolla,Café,Redondo,Sin piel,Sin,Media,Dulce,Alto,Baja,Harinoso,Bajo,Cocido,Acompañante,Sopa,Caliente,Semilla,Refrigerar,Media,Todo el año,Media,Alta,Alto,Baja,Medias,Medio,No
Jugo de Guayaba,Verde,Plano,Sin piel,Sin,Alta,Amargo,Alto,Baja,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Cazuela de mariscos,Rojo,Plano,Sin piel,Sin,Media,Salado,Alto,Media,Harinoso,Bajo,Cocido,Solo,Sopa,Caliente,Líquido,Refrigerar,Media,Todo el año,Media,Media,Medio,Media,Medias,Medio,No
Queso provolone,Café,Plano,Sin piel,Sin,Alta,Dulce,Alto,Baja,Jugoso,Alto,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Ensalada de papa,Verde,Plano,Sin piel,Sin,Baja,Salado,Medio,Baja,Harinoso,Alto,Cocido,Acompañante,Ensalada,Ambiente,Grano,Refrigerar,Media,Todo el año,Media,Media,Medio,Media,Altas,Alto,No
Maracuyá morado,Naranja,Ovalado,Fina,Pequeñas,Media,Dulce,Medio,Media,Fibroso,Alto,Crudo,Solo,Snack,Ambiente,Pulpa,Refrigerar,Corta,Estacional,Media,Media,Alto,Alta,Bajas,Mínimo,No
Refresco de cola,Café,Plano,Sin piel,Sin,Alta,Umami,Bajo,Baja,Cremoso,Medio,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Jugo de Rambután,Rojo,Plano,Sin piel,Sin,Alta,Dulce,Bajo,Baja,Jugoso,Bajo,Ambos,Solo,Jugo,Frío,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Rambután,Rojo,Redondo,Fina,Pequeñas,Media,Dulce,Alto,Media,Jugoso,Medio,Crudo,Solo,Postre,Frío,Pulpa,Ambiente,Corta,Todo el año,Media,Alta,Alto,Alta,Bajas,Mínimo,No
Jugo de Dragonfruit,Verde,Plano,Sin piel,Sin,Alta,Umami,Alto,Baja,Cremoso,Bajo,Ambos,Solo,Jugo,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Caqui,Amarillo,Ovalado,Gruesa,Sin,Media,Ácido,Medio,Alta,Harinoso,Alto,Crudo,En mezcla,Snack,Ambiente,Pulpa,Ambiente,Corta,Todo el año,Media,Alta,Alto,Media,Bajas,Mínimo,Sí
Agua con gas,Verde,Plano,Sin piel,Sin,Alta,Dulce,Medio,Media,Jugoso,Medio,Ambos,Solo,Snack,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Jugo de Maracuyá,Verde,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Alto,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Huevos pericos,Verde,Alargado,Sin piel,Sin,Media,Umami,Medio,Baja,Crujiente,Alto,Cocido,Solo,Postre,Ambiente,Semilla,Ambiente,Media,Todo el año,Baja,Media,Medio,Baja,Altas,Alto,No
Arepa antioqueña,Rojo,Plano,Sin piel,Sin,Baja,Dulce,Bajo,Media,Harinoso,Medio,Cocido,Solo,Ensalada,Caliente,Grano,Ambiente,Media,Todo el año,Media,Media,Alto,Baja,Medias,Alto,No
Malteada de chocolate,Café,Plano,Sin piel,Sin,Media,Umami,Medio,Media,Cremoso,Bajo,Cocido,Solo,Ensalada,Caliente,Semilla,Refrigerar,Media,Todo el año,Baja,Media,Medio,Baja,Bajas,Medio,No
Patacón con hogao,Blanco,Plano,Sin piel,Sin,Media,Salado,Alto,Baja,Harinoso,Medio,Cocido,Acompañante,Ensalada,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Media,Alto,Baja,Altas,Medio,No
